,si_no,head,date,time,place,complainant_vehicle,opposite_vehicle,male_injury,female_injury,male_fatal,female_fatal,total_cases,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,male _fatal,...23,...24,...25
619,31,Injury,29-04-2017 00:00,7.45,Anjeneyar Temple,Lorry,Two Wheeler,1,NA,NA,NA,1,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,35,Injury,07-05-2017 00:00,20,Anjeneyar Temple,Self Fall,Lorry,1,NA,NA,NA,1,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,42,Fatal,10-06-2017 00:00,12,Bagalpatti,Two Wheeler,Car,NA,NA,1,0,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,50,Injury,08-06-2017 00:00,9.3,Bagalpatti,Van,Pedestrian,1,0,NA,NA,1,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,18,Fatal,14-03-2017 00:00,5.3,Bus Stop,Pedestrian,Unknown Vehicle,NA,NA,1,0,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,20,Injury,18-03-2017 00:00,10.3,Bus Stop,Pedestrian,Car,1,0,NA,NA,1,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,21,Injury,28-03-2017 00:00,13,Bus Stop,Pedestrian,Car,1,0,NA,NA,1,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,9,Injury,26-01-2017 00:00,15.3,check post,Passenger,Car,2,0,NA,NA,2,NA,40,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,10,Injury,26-01-2017 00:00,6.15,check post,Pedestrian,Car,1,NA,NA,NA,1,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,52,Injury,07-07-2017 00:00,14.3,Dhoparagampatti,Pillian raider,Tractor,1,1,NA,NA,2,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,59,Injury,19-08-2017 00:00,9,"In front of Lorry booking Office, Thoppur Toll Plaza, 
Salem to Dharmapuri Road.

(7 KM North)
",Car,Lorry,2,0,NA,NA,2,NA,28,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,72,Injury,04-10-2017 00:00,12,"In front of one Dhanapal’s house,
Dharmapuri to Salem road.
",Two Wheeler,Lorry,1,0,NA,NA,1,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,76,Injury,27-10-2017 00:00,11.45,"In front of the park,
Kattamedu to Vellakkal road.
",Two Wheeler,Unknown Vehicle,2,0,NA,NA,2,NA,28,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,64,Injury,28-08-2017 00:00,16.3,"In groove, Opposite Thoppur Police Quarters,
Bangalore to Salem main road.

(1 Km North)
",Passenger,Lorry,2,0,NA,NA,2,NA,26,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,89,Injury,06-12-2017 00:00,16.3,"In-front of Lakshmi Narayana polytechnic college.
Dharmapuri to Salem road
",Pedestrian,Two Wheeler,3,0,NA,NA,3,NA,47,30,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,90,Injury,08-12-2017 00:00,21.5,"In-front of PMP mill, Palayampudhur,
Salem to Dharmapuri NH road.
",Two Wheeler,Lorry,1,0,NA,NA,1,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,17,Injury,05-03-2017 00:00,5.3,Jn road,Two Wheeler,Bus,1,0,NA,NA,1,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,30,Fatal,27-04-2017 00:00,11.15,Kattamedu,Pedestrian,Lorry,NA,NA,1,NA,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,40,Injury,27-05-2017 00:00,23.55,Kattamedu,Passenger,Lorry,2,NA,NA,NA,2,NA,43,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,57,Injury,13-08-2017 00:00,8.15,Kattamedu,Passenger,Bus,3,0,NA,NA,3,NA,57,27,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,69,Fatal,18-09-2017 00:00,5,Kattamedu,Lorry,Bus,1,0,2,0,3,25,32,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,79,Injury,15-10-2017 00:00,15,Kattamedu Dharmapuri To Salem,Two Wheeler,Lorry,1,0,NA,NA,1,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,49,Injury,07-06-2017 00:00,16,Kattumedu,Car,Car,4,0,NA,NA,4,NA,14,14,25,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,28,Injury,23-04-2017 00:00,5.45,Kengalapuram,Pedestrian,Two Wheeler,NA,1,NA,NA,1,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,29,Injury,19-04-2017 00:00,11,Kengalapuram,Two Wheeler,Two Wheeler,1,NA,NA,NA,1,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,88,Injury,05-12-2017 00:00,11.2,Kengalapuram,Self Fall,Two Wheeler,3,1,NA,NA,4,NA,36,32,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,16,Injury,22-02-2017 00:00,10.5,KPN Petrol bunk,Passenger,Car,1,1,NA,NA,2,NA,72,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,46,Injury,18-06-2017 00:00,14,"Kurinchi Nagar
",Two Wheeler,Lorry,2,0,NA,NA,2,NA,27,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,14,Fatal,18-02-2017 00:00,1.45,Lakshmi Narayana Polytechnic College,Two Wheeler,Unknown Vehicle,NA,NA,1,0,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,15,Injury,18-02-2017 00:00,18.3,"Madhaiyan grocery shop
",Pedestrian,Van,0,1,NA,NA,1,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,45,Fatal,16-06-2017 00:00,19,Nallur Mariyamman Temple,Pedestrian,Lorry,NA,NA,1,NA,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,87,Injury,01-12-2017 00:00,22.3,Anchaneyar temple,Lorry,Car,2,1,NA,NA,3,NA,35,35,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,95,Fatal,20-12-2017 00:00,3,Anjeneyar Temple,Self Fall,Lorry,NA,NA,1,0,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,73,Injury,08-10-2017 00:00,12.3,"Check post
",Passenger,Lorry,0,1,NA,NA,1,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,81,Injury,03-11-2017 00:00,12.3,Kanavai bridge,Lorry,Lorry,2,0,NA,NA,2,NA,55,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,84,Fatal,25-11-2017 00:00,9.3,"Kattamedu
",Self Fall,Two Wheeler,NA,NA,1,0,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,74,Injury,11-10-2017 00:00,11,Palayampudur,Tempo,Tempo,2,0,NA,NA,2,NA,23,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,85,Injury,26-11-2017 00:00,17.45,Palayampudur,Two Wheeler,Car,2,0,NA,NA,2,NA,75,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,92,Fatal,12-12-2017 00:00,8.3,Palayampudur,Two Wheeler,Lorry,1,0,1,0,2,30,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,91,Injury,09-12-2017 00:00,7.15,Thombaragampatti,Two Wheeler,Car,1,0,NA,NA,1,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,61,Fatal,27-08-2017 00:00,17.1,Police Quarters,Two Wheeler,Lorry,1,0,1,1,3,31,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,94,Injury,15-12-2017 00:00,13,sanisanthai,Pedestrian,Two Wheeler,1,0,NA,NA,1,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,93,Fatal,13-12-2017 00:00,5,Sowlur bus stop,Pedestrian,Car,NA,NA,1,0,1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,86,Injury,01-12-2017 00:00,18,Thombarakampatti,Unknown Vechile,Lorry,4,1,NA,NA,5,NA,37,36,10,7,25,NA,NA,NA,NA,NA,NA,NA,NA
663,80,Injury,03-11-2017 00:00,20,Anjaneyar Temple,Unknown,Car,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,71,Injury,02-10-2017 00:00,19.3,Vellakkal,Pedestrian,Two Wheeler,0,1,NA,NA,1,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,82,Injury,01-11-2017 00:00,12.3,Vellakkal,Two Wheeler,Auto,1,0,NA,NA,1,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,60,Injury,20-08-2017 00:00,19.3,Gengalapuram Service Road,Two Wheeler,Two Wheeler,1,0,NA,NA,1,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,77,Injury,27-10-2017 00:00,18.15,"Amman Bakery
",Pedestrian,Two Wheeler,1,0,NA,NA,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,75,Injury,13-10-2017 00:00,7.3,Anchaneyar Temple,Van,Unknown Vehicle,1,0,NA,NA,1,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,83,Fatal,10-11-2017 00:00,22,Thoppur Check post,Pedestrian,Lorry,NA,NA,1,0,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,2,Injury,08-01-2017 00:00,19.3,L&T Lorry parking,Pedestrian,Two Wheeler,1,0,NA,NA,1,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,4,Injury,17-01-2017 00:00,19.45,L&T Lorry parking,Two Wheeler,Two Wheeler,1,1,NA,NA,2,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,22,Fatal,01-04-2017 00:00,16,Over bridge,Passenger,Two Wheeler,NA,NA,2,NA,2,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,63,Fatal,31-08-2017 00:00,8.3,Pagalahalli,Unknown,Two Wheeler,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,70,Injury,27-09-2017 00:00,14,Pagalpatti,Two Wheeler,Unknown Vehicle,1,0,NA,NA,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,62,Injury,25-08-2017 00:00,16.3,Palayam Puthur,Two Wheeler,Two Wheeler,1,0,NA,NA,1,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,24,Injury,09-04-2017 00:00,3,Palayam Puthur,Two Wheeler,Car,2,NA,NA,NA,2,NA,39,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,27,Injury,14-04-2017 00:00,7.3,Palayam Puthur,Two Wheeler,Two Wheeler,1,NA,NA,NA,1,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,32,Injury,29-04-2017 00:00,11.3,Palayam Puthur,Two Wheeler,Unknown vehicle,1,NA,NA,NA,1,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,36,Injury,05-05-2017 00:00,7,Palayam Puthur,Van,Two Wheeler,1,NA,NA,NA,1,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,3,Injury,16-01-2017 00:00,21,"Savulur
",Two Wheeler,Two Wheeler,2,0,NA,NA,2,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,54,Injury,09-07-2017 00:00,21.45,Sesampatti,Pedestrian,Car,2,0,NA,NA,2,NA,65,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,53,Injury,07-07-2017 00:00,17.3,Sowlur,Pedestrian,Two Wheeler,1,1,NA,NA,2,NA,63,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,44,Injury,08-06-2017 00:00,7,Thombarakampatty,Two Wheeler,Car,1,0,NA,NA,1,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,38,Injury,14-05-2017 00:00,21,Thombarakampatty,Two Wheeler,Lorry,2,NA,NA,NA,2,NA,26,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,66,Fatal,11-09-2017 00:00,6,Thombarakampatty,Pedestrian,Car,3,0,2,0,5,45,55,34,66,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,78,Injury,17-07-2017 00:00,2.15,Anjainayar Temple,Self Fall,Two Wheeler,1,0,NA,NA,1,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,58,Injury,17-08-2017 00:00,9,Thoppur JN,Two Wheeler,Two Wheeler,2,0,NA,NA,2,NA,51,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,33,Injury,02-05-2017 00:00,2,Thoppur Kattamedu,Passenger,Bus,NA,1,NA,NA,1,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,41,Injury,28-05-2017 00:00,10.1,Police Quarters,Two Wheeler,Car,2,NA,NA,NA,2,NA,50,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,47,Injury,19-06-2017 00:00,17,Police Quarters,Two Wheeler,Lorry,1,1,NA,NA,2,NA,65,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,11,Injury,06-02-2017 00:00,23.3,"Toll Plaza
",Passenger,Car,4,2,NA,NA,6,NA,28,27,14,12,38,40,NA,NA,NA,NA,NA,NA,NA
692,26,Injury,16-04-2017 00:00,23,"Toll Plaza
",Two Wheeler,Car,2,NA,NA,NA,2,NA,54,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,37,Injury,13-05-2017 00:00,17,"Toll Plaza
",Two Wheeler,Lorry,2,NA,NA,NA,2,NA,26,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,39,Injury,19-05-2017 00:00,20.3,"Toll Plaza
",Passenger,Travels,1,6,NA,NA,7,NA,14,35,3,14,32,32,38,NA,NA,NA,NA,NA,NA
695,67,Fatal,13-09-2017 00:00,11.2,Vellakall,Two Wheeler,Two Wheeler,NA,NA,1,0,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,65,Fatal,09-09-2017 00:00,1.1,Vellakall,Lorry,Lorry,0,0,2,NA,2,24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,25,Injury,13-04-2017 00:00,18,Vellakkall,Two Wheeler,Car,1,NA,NA,NA,1,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,34,Injury,01-05-2017 00:00,20,Vellakkall,Two Wheeler,Car,3,NA,NA,NA,3,NA,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,43,Fatal,11-06-2017 00:00,11.45,Vellakkall,Two Wheeler,Unknown Vehicle,NA,NA,1,0,1,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,51,Injury,04-07-2017 00:00,13.3,"Vellakkall
",Two Wheeler,Car,1,0,NA,NA,1,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,1,Fatal,31-12-2017 00:00,19.3,"Gengalapuram
",Pedestrion,Car,0,0,1,0,0,0,0,37,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,8,Injury,18-01-2018 00:00,10.3,"Gundumedu

",Two Wheeler,Two Wheeler,0,0,0,0,0,34,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,7,Injury,12-01-2018 00:00,13.3,"Agricultural Bank
",Two Wheeler,Lorry,1,0,0,0,1,35,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,44,Injury,13-05-2018 00:00,19.15,Palayampudhur,Two Wheeler,Two Wheeler,1,1,0,0,1,29,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,Fatal,13-10-2018 00:00,3.3,Palayampudhur,Self fall,Car,2,NA,1,NA,2,19,19,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,49,Injury,25-05-2018 00:00,8,"Jothi thirumana mandapam
",Bus,Lorry,1,0,0,0,1,44,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,53,Injury,10-06-2018 00:00,9.3,"Checkpost
",Two Wheeler,Two Wheeler,1,0,0,0,1,78,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,5,Injury,10-01-2018 00:00,3,"Pudur
",Self fall,Car,2,0,0,0,2,33,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,Injury,08-09-2018 00:00,10.3,"Thombrakampatti
",Two Wheeler,Car,1,NA,NA,NA,1,30,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,NA,Injury,01-10-2018 00:00,9.4,Toll plaza,Bus,Lorry,1,1,NA,NA,1,47,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,75,Injury,24-08-2018 00:00,5.3,Kattamedu,Lorry,Lorry,1,NA,NA,NA,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,31,Injury,20-03-2018 00:00,14,Akkumariyamman temple,Pedestrion,Two Wheeler,1,0,0,0,1,65,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,Injury,17-10-2018 00:00,13.15,Anandhavan bhavan hotel,Car,Van,NA,1,NA,NA,0,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,71,Injury,15-08-2018 00:00,15,Anjaneyar,Lorry,Lorry,1,NA,NA,NA,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,Injury,24-07-2018 00:00,15.3,Anjaneyar,Self fall,Van,1,NA,NA,NA,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,76,Injury,25-08-2018 00:00,16.3,Anjaneyar,Van,Lorry,1,NA,NA,NA,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,3,Injury,02-01-2018 00:00,19.3,Anjaneyar,Two Wheeler,Two Wheeler,2,0,0,0,2,23,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,48,Injury,24-05-2018 00:00,23.3,Anjaneyar,Self fall,Lorry,1,0,0,0,1,50,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,NA,Fatal,14-10-2018 00:00,4,Anjaneyar,Lorry,Lorry,NA,NA,1,NA,0,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,NA,Injury,19-09-2018 00:00,21.45,Anjaneyar,Self fall,Lorry,1,NA,NA,NA,1,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,55,RA,15-06-2018 00:00,22.3,Anjaneyar,Car,Lorry,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,21,Injury,17-02-2018 00:00,5.3,Anjaneyar,Lorry,Car,1,0,0,0,1,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,23,Injury,19-02-2018 00:00,12,Anjaneyar,Pedestrion,Lorry,1,0,0,0,1,20,26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,11,Injury,24-01-2018 00:00,20.3,Anjaneyar,Four Wheeler,Lorry,0,1,0,0,0,0,29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,19,Fatal,17-02-2018 00:00,5.15,Anjaneyar,Car,Lorry,1,0,0,1,1,27,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,39,Injury,11-04-2018 00:00,16,Anjaneyar,Self fall,Lorry,2,0,0,0,2,35,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,27,Injury,07-03-2018 00:00,3.3,Anjaneyar,Self fall,Van,2,0,0,0,2,43,25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,57,Injury,19-06-2018 00:00,7.3,Anjaneyar,Self fall,Van,3,1,NA,NA,3,50,26,50,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,59,Injury,25-06-2018 00:00,4,Anjaneyar,Lorry,Lorry,1,NA,NA,NA,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,50,Injury,27-05-2018 00:00,12.45,Anjaneyar,Self fall,Lorry,2,0,0,0,2,43,45,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,28,Injury,13-03-2018 00:00,22,Anjaneyar,Two Wheeler,Van,2,0,0,0,2,34,40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,NA,Injury,15-12-2018 00:00,5.3,Anjaneyar,Self fall,Lorry,1,1,NA,NA,1,23,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,16,Fatal,06-02-2018 00:00,5.1,Anjaneyar,Auto,Unknown Vehicle,0,0,1,0,0,0,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,6,Injury,10-01-2018 00:00,20.3,Anjaneyar,Bus,Lorry,1,0,0,0,1,38,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,RA,18-12-2018 00:00,23.3,Anjaneyar,Lorry,Lorry,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,63,Injury,11-07-2018 00:00,1.15,"Bhagalahalli Colony
",Pedestrion,Unknown Vehicle,1,NA,NA,NA,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,NA,Injury,27-09-2018 00:00,8.3,Thombaragampatti,Pedestrion,Two wheeler,1,NA,NA,NA,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,32,Injury,20-03-2018 00:00,21.3,"Seasampatti

",Pedestrion,Lorry,1,0,0,0,1,44,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,NA,Fatal,10-11-2018 00:00,11.3,"Check post
",Two Wheeler,Van,NA,NA,1,NA,0,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,60,Injury,03-07-2018 00:00,11,double bridge,Van,Lorry,2,NA,NA,NA,2,19,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,NA,Fatal,23-11-2018 00:00,16.1,Gengalapuram,Self fall,Two wheeler,NA,NA,1,NA,0,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,67,Injury,17-07-2018 00:00,15,"Manikkamputhur road
",Two Wheeler,Van,2,NA,NA,NA,2,40,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,38,Injury,07-04-2018 00:00,19,"Near Govt. School
",Self fall,Auto,1,0,0,0,1,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,37,Injury,09-04-2018 00:00,7,Near Jarugu Colony,Self fall,Two Wheeler,2,0,0,0,2,42,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,69,Fatal,02-08-2018 00:00,23.1,"Kattamedu

",Two Wheeler,Van,NA,NA,1,NA,0,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,NA,Injury,10-09-2018 00:00,6.45,"Keelkottavur
",Pedestrion,Car,2,3,NA,NA,2,34,29,37,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,26,Injury,26-02-2018 00:00,16.4,Gengalapuram,Two Wheeler,Two Wheeler,1,0,0,0,1,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,43,Injury,04-05-2018 00:00,20.3,Gengalapuram,Pedestrion,Two Wheeler,0,1,0,0,0,0,32,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,18,Injury,28-01-2018 00:00,3,Gengalapuram,Pedestrion,Car,0,1,0,0,0,0,65,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,30,Injury,17-03-2018 00:00,10,Lakshmi-Narayana Polytechnic college,Two Wheeler,Bus,1,0,0,0,1,34,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,68,Fatal,30-07-2018 00:00,21.3,Madhav Marbles,Car,Lorry,NA,NA,1,NA,0,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,41,Injury,24-04-2018 00:00,14.45,"Melkottavur bus stop
",Two Wheeler,Lorry,1,0,0,0,1,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,NA,Fatal,06-11-2018 00:00,20.3,Mullai nagar,Two Wheeler,Two wheeler,NA,NA,1,NA,0,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,NA,Injury,16-10-2018 00:00,16,"Gengalapuram
",Two Wheeler,Two wheeler,1,NA,NA,NA,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,Injury,23-08-2018 00:00,16,Omalnatham,Two Wheeler,Van,1,NA,NA,NA,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,Fatal,04-11-2018 00:00,8.3,"Bhagalahalli fly over bridge
",Pedestrion,Lorry,NA,NA,NA,1,0,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,24,Injury,19-02-2018 00:00,19,"Near one Ramesh’s house,Jarugu,
Arakasanahalli to Isalpatti Road.
",Pedestrion,Two Wheeler,1,0,0,0,1,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,35,Fatal,10-04-2018 00:00,14.4,"pagalpatti Bus Stop
",Pedestrion,Lorry,0,0,1,0,0,0,0,54,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,22,Injury,21-02-2018 00:00,9,Palayam pudur,Two Wheeler,Car,1,0,0,0,1,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,40,Injury,13-04-2018 00:00,14.3,Palayam pudur,Two Wheeler,Lorry,2,0,0,0,2,25,39,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,33,Injury,25-03-2018 00:00,9.2,Palayam pudur,Lorry,Car,1,0,0,0,1,52,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,14,Injury,31-01-2018 00:00,17,Palayam pudur,Two Wheeler,Van,1,0,0,0,1,19,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
